id,tweet,label,length,text_short,length_short,model_output,prob_offensive
31485,@USER Get shit poppin,TIN,9,@USER Get shit poppin,9,"tensor([[-1.0242,  0.9196]])",offensive
22938,"@USER @USER WARNING,"" ""CAUTION"" WHENEVER A LIBERAL MAKES A STATEMENT, THINKING PEOPLE MUST DEMAND THAT DETAILS MUST FOLLOW. EX. MOORE'S DEFINITION OF RIGHTS MEAN OPEN BORDERS, RIGHT 2 SQUELCH FREE SPEECH, DEPICT L&amp;O PERSONNEL AS OPRESSORS WHILE CHAMPIONING ANTIFA. NO LIE TOO BIG OR VICIOUS!""",NOT,106,"@USER @USER WARNING,"" ""CAUTION"" WHENEVER A LIBERAL MAKES A STATEMENT, THINKING PEOPLE MUST DEMAND THAT DETAILS MUST FOLLOW. EX. MOORE'S DEFINITION OF RIGHTS MEAN OPEN BORDERS, RIGHT 2 SQUELCH FREE SPEECH, DEPICT L&amp;O PERSONNEL AS OPRESSORS WHILE CHAMPIONING ANTIFA. NO LIE TOO BIG",100,"tensor([[ 0.6553, -0.7389]])",not-offensive
73899,@USER Colin refused the offer he was offered and the @USER is grossly overpaid,NOT,19,@USER Colin refused the offer he was offered and the @USER is grossly overpaid,19,"tensor([[ 0.7605, -0.6815]])",not-offensive
72611,@USER @USER @USER So pointing a toy gun at armed police is part of the libs gun control strategy?,NOT,26,@USER @USER @USER So pointing a toy gun at armed police is part of the libs gun control strategy?,26,"tensor([[ 0.5318, -0.5214]])",not-offensive
89978,@USER @USER @USER and i do disagree with moffats philosophy behind the doctor not liking endings. i also dont think its impossible to say that both things are true: the impact of claras death is undercut AND there is a lesson for the doctor. clara is as much ready to die as she is to keep on going,NOT,70,@USER @USER @USER and i do disagree with moffats philosophy behind the doctor not liking endings. i also dont think its impossible to say that both things are true: the impact of claras death is undercut AND there is a lesson for the doctor. clara is as much ready to die as she is to keep on going,70,"tensor([[ 0.8084, -0.8232]])",not-offensive
23051,@USER {| That's okay!,NOT,10,@USER {| That's okay!,10,"tensor([[ 1.6127, -1.6850]])",not-offensive
97492,@USER Go roger I quit watching anyway nfl is on the way down the people are moving kids to soccer golf tennis shame but kneelers are killing the game,NOT,36,@USER Go roger I quit watching anyway nfl is on the way down the people are moving kids to soccer golf tennis shame but kneelers are killing the game,36,"tensor([[ 0.4985, -0.3656]])",not-offensive
63171,@USER @USER @USER McEnroe is a fucking legend. And he hurled abuse at everyone! Now he appears in commercials yelling at people and movies yelling at people. He is an icon. Do you think it’s fair?,TIN,51,@USER @USER @USER McEnroe is a fucking legend. And he hurled abuse at everyone! Now he appears in commercials yelling at people and movies yelling at people. He is an icon. Do you think it’s fair?,51,"tensor([[-1.1434,  1.1789]])",offensive
51531,@USER I believe he asked people 2 vote out aishwarya bcos she is mentally unstable n has mood swings,TIN,26,@USER I believe he asked people 2 vote out aishwarya bcos she is mentally unstable n has mood swings,26,"tensor([[-0.3135,  0.3407]])",offensive
29039,@USER @USER A liter of filter semi-skimmed milk costs 85p per ltr retail in Tesco School children drink about 35 ltr of milk per annum That works out to £30 pa at retail prices - repeat RETAIL There are 1 million kids allowed school milk Parents are being ripped off to the tune of £10 mil,NOT,73,@USER @USER A liter of filter semi-skimmed milk costs 85p per ltr retail in Tesco School children drink about 35 ltr of milk per annum That works out to £30 pa at retail prices - repeat RETAIL There are 1 million kids allowed school milk Parents are being ripped off to the tune of £10 mil,73,"tensor([[ 0.5313, -0.5468]])",not-offensive
13759,@USER Yes Respecting the studio's budget and shift in demographic But lets be honest. We want more. ᴳᵉᵗᵗᶦⁿᵍ ᴵⁿᵈᵉˣ ³ ᶦˢ ᵗʰᵉ ᶠᶦʳˢᵗ ˢᵗᵉᵖ URL,NOT,87,@USER Yes Respecting the studio's budget and shift in demographic But lets be honest. We want more. ᴳᵉᵗᵗᶦⁿᵍ ᴵⁿᵈᵉˣ ³ ᶦˢ ᵗʰᵉ ᶠᶦʳˢᵗ ˢᵗᵉᵖ URL,87,"tensor([[ 1.4462, -1.6175]])",not-offensive
36555,@USER The reason liberals should be deported. They are just to sick and twisted to fix.,TIN,21,@USER The reason liberals should be deported. They are just to sick and twisted to fix.,21,"tensor([[-0.4823,  0.4718]])",offensive
93781,@USER @USER @USER this crossing proves very little. It only goes to show many are disgruntled with the lack of leadership of @USER .. But understand Mr. Scheer there are many conservatives disgruntled with your lack of vision and leadership. Hence @USER #cdnpoli,NOT,57,@USER @USER @USER this crossing proves very little. It only goes to show many are disgruntled with the lack of leadership of @USER.. But understand Mr. Scheer there are many conservatives disgruntled with your lack of vision and leadership. Hence @USER #cdnpoli,57,"tensor([[ 0.7450, -0.7253]])",not-offensive
45130,@USER Are facts a “dangerous line?” A hate Trump liberal activist makes a 37 year old claim that is completely out of character for Judge Kavanaugh and we shouldn’t question it? This is a total scam and I’m fed up with liberals turning our SC Confirmations into the Jerry Springer show.,TIN,70,@USER Are facts a “dangerous line?” A hate Trump liberal activist makes a 37 year old claim that is completely out of character for Judge Kavanaugh and we shouldn’t question it? This is a total scam and I’m fed up with liberals turning our SC Confirmations into the Jerry Springer show.,70,"tensor([[-0.1962,  0.2216]])",offensive
77179,@USER @USER @USER Jokes are funny if the person saying them doesn’t really hate whites and Christians.  That’s a National past time for liberals these days.  Funny stuff...for the Louis Farrakhan crowd.  Racist crap by any barometer.,TIN,62,@USER @USER @USER Jokes are funny if the person saying them doesn’t really hate whites and Christians.  That’s a National past time for liberals these days.  Funny stuff...for the Louis Farrakhan crowd.  Racist crap by any barometer.,62,"tensor([[-0.6166,  0.5501]])",offensive
91264,@USER I’m 1001 you ass,TIN,12,@USER I’m 1001 you ass,12,"tensor([[-1.1832,  1.1423]])",offensive
67545,Stand with America! #Notwithkap #BoycottNike #MAGA URL,NOT,20,Stand with America! #Notwithkap #BoycottNike #MAGA URL,20,"tensor([[ 0.9526, -1.0380]])",not-offensive
91889,@USER And how much will you have to say once you are in jail?  Your whole family are #criminals.,TIN,27,@USER And how much will you have to say once you are in jail?  Your whole family are #criminals.,27,"tensor([[-0.4869,  0.4626]])",offensive
87429,@USER you at the prospects game? #fatbastard,TIN,15,@USER you at the prospects game? #fatbastard,15,"tensor([[-0.7966,  0.7321]])",offensive
44813,@USER @USER Sorry but antifascists and left leaning people need guns for defence unlike what some liberal pundits are propagating with their gun abolition rhetoric. I used to support gun control but I don’t trust leaving the state to have even more power over the majority worker class. Also,NOT,62,@USER @USER Sorry but antifascists and left leaning people need guns for defence unlike what some liberal pundits are propagating with their gun abolition rhetoric. I used to support gun control but I don’t trust leaving the state to have even more power over the majority worker class. Also,62,"tensor([[ 0.2229, -0.2878]])",not-offensive
50073,@USER I thought it was because you weren't very funny and lacked in talent as a comedian.,TIN,22,@USER I thought it was because you weren't very funny and lacked in talent as a comedian.,22,"tensor([[0.0134, 0.0323]])",offensive
78924,@USER Oh no is he going to start painting hideous pictures like @USER and peddle socialism and gun control for everyone but himself. @USER,TIN,31,@USER Oh no is he going to start painting hideous pictures like @USER and peddle socialism and gun control for everyone but himself. @USER,31,"tensor([[-0.4705,  0.4391]])",offensive
33826,@USER There were no abuses! That’s the point Bill! You just did what liberals do. Condemned a man with zero evidence. If a conservative woman would of accused him? Maybe! Seems only liberals get groped! Go figure! What are the odds ? @USER,NOT,61,@USER There were no abuses! That’s the point Bill! You just did what liberals do. Condemned a man with zero evidence. If a conservative woman would of accused him? Maybe! Seems only liberals get groped! Go figure! What are the odds? @USER,61,"tensor([[ 0.2116, -0.0679]])",not-offensive
90553,@USER Boycott the NFL,NOT,8,@USER Boycott the NFL,8,"tensor([[ 0.8091, -0.7087]])",not-offensive
29942,@USER @USER It’s a con and a mighty big con. And by who the Conservatives is that not so @USER @USER,NOT,31,@USER @USER It’s a con and a mighty big con. And by who the Conservatives is that not so @USER @USER,31,"tensor([[ 0.0373, -0.0753]])",not-offensive
63087,@USER @USER How about gun control for starters?,NOT,13,@USER @USER How about gun control for starters?,13,"tensor([[ 0.5116, -0.5945]])",not-offensive
50944,@USER Baekhyun........🙇‍♀️ How are you?? Are you eating well?? I'm inactive these days😥 bcz of my project and assignment. Anyway I miss you😫 And you better eat proper meal😒 When r you coming here?? I'm sorry you are busy but i miss you. Take your time ok. Tata👋🏻 See you later😉,NOT,88,@USER Baekhyun........🙇‍♀️ How are you?? Are you eating well?? I'm inactive these days😥 bcz of my project and assignment. Anyway I miss you😫 And you better eat proper meal😒 When r you coming here?? I'm sorry you are busy but i miss you. Take your time ok. Tata👋🏻 See you later😉,88,"tensor([[ 1.4707, -1.4945]])",not-offensive
42517,@USER @USER @USER @USER Liberals are vile vicious and disgusting URL,TIN,17,@USER @USER @USER @USER Liberals are vile vicious and disgusting URL,17,"tensor([[-0.9848,  0.9290]])",offensive
77889,@USER He'll be replaced. . . . . . . . by another Muslim.,NOT,20,@USER He'll be replaced........ by another Muslim.,13,"tensor([[ 0.2280, -0.2798]])",not-offensive
36902,@USER @USER As suspected this is about derailing Judge Kavanaugh’s confirmation because he is a conservative and will adhere to the Constitution and the law. He’s not an activist judge which is what they want.,NOT,48,@USER @USER As suspected this is about derailing Judge Kavanaugh’s confirmation because he is a conservative and will adhere to the Constitution and the law. He’s not an activist judge which is what they want.,48,"tensor([[ 0.9320, -0.7880]])",not-offensive
15888,@USER Just plain stupid she thinks she’s being clever but come the next GE the public will make the Tories pay by casting them into the political dustbin for yrs to come see how smug she is then,TIN,46,@USER Just plain stupid she thinks she’s being clever but come the next GE the public will make the Tories pay by casting them into the political dustbin for yrs to come see how smug she is then,46,"tensor([[-0.7860,  0.7765]])",offensive
19390,@USER 👀 sitting here thinking he has a killer porn stache,UNT,16,@USER 👀 sitting here thinking he has a killer porn stache,16,"tensor([[-0.8676,  0.8391]])",offensive
74520,@USER @USER It's hilarious that liberals think there's an equivalency between using Senate rules to keep a nominee from being voted on and bringing someone out to accuse a nominee of sexual assault 35 years ago. Once again just showing how sane you are,TIN,52,@USER @USER It's hilarious that liberals think there's an equivalency between using Senate rules to keep a nominee from being voted on and bringing someone out to accuse a nominee of sexual assault 35 years ago. Once again just showing how sane you are,52,"tensor([[-0.1794,  0.2564]])",offensive
26800,@USER @USER @USER @USER @USER @USER Never going to get used to people vilvilifying teachers.,NOT,26,@USER @USER @USER @USER @USER @USER Never going to get used to people vilvilifying teachers.,26,"tensor([[ 0.7232, -0.6227]])",not-offensive
58852,@USER @USER @USER 1. Depends on what you mean by gun control 2. Because they are? 3. It's called lobbying. Been around forever 4. Neither does gun control 5. Assault rifles are already banned,NOT,48,@USER @USER @USER 1. Depends on what you mean by gun control 2. Because they are? 3. It's called lobbying. Been around forever 4. Neither does gun control 5. Assault rifles are already banned,48,"tensor([[ 0.5767, -0.6358]])",not-offensive
83945,"@USER Here are the People"" who ""Hold you up"" and who YOU hold up.  1st Photo They are beating a Republican Korean War VET. 2nd &amp; 3rd Photo ANTIFA is Beating Minorities, LGBT and Kids Because they are Conservative.  The LEFT, YOUR LEFT is all about shutting down FREE SPEECH! URL",NOT,79,"@USER Here are the People"" who ""Hold you up"" and who YOU hold up.  1st Photo They are beating a Republican Korean War VET. 2nd &amp; 3rd Photo ANTIFA is Beating Minorities, LGBT and Kids Because they are Conservative.  The LEFT, YOUR LEFT is all about shutting down FREE SPEECH! URL",79,"tensor([[ 0.4570, -0.5466]])",not-offensive
31387,@USER @USER You are reciting conspiracy theories now. Have fun with that.,NOT,19,@USER @USER You are reciting conspiracy theories now. Have fun with that.,19,"tensor([[ 1.0100, -0.9892]])",not-offensive
26156,@USER this photo does you no justice. URL,NOT,12,@USER this photo does you no justice. URL,12,"tensor([[ 1.3598, -1.1668]])",not-offensive
32891,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ask them.  You guys are just using this topic to avoid answering my questions  about Antifa crashing and being violent at PP organized events.,NOT,59,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ask them.  You guys are just using this topic to avoid answering my questions  about Antifa crashing and being violent at PP organized events.,59,"tensor([[ 0.8811, -0.8390]])",not-offensive
62223,@USER @USER @USER Not just “liberals” there is minority of Republicans with more brain cells than a rock!,TIN,29,@USER @USER @USER Not just “liberals” there is minority of Republicans with more brain cells than a rock!,29,"tensor([[-0.5874,  0.5686]])",offensive
91059,@USER @USER @USER @USER @USER @USER H1v3 does good videos &amp; u do good work occasionally why focus on other activists rather than be productive? You might not support Antifa that's fine. Yes it has some funding from Soros undeniably doesn't mean everyone is paid by Soros.,NOT,66,@USER @USER @USER @USER @USER @USER H1v3 does good videos &amp; u do good work occasionally why focus on other activists rather than be productive? You might not support Antifa that's fine. Yes it has some funding from Soros undeniably doesn't mean everyone is paid by Soros.,66,"tensor([[ 1.2905, -1.4248]])",not-offensive
57048,@USER HE is Satan!,TIN,8,@USER HE is Satan!,8,"tensor([[-0.4126,  0.4100]])",offensive
36705,@USER YOU!!! Need to leave a lot of shit in the past lol this tweet is literally made for you,TIN,24,@USER YOU!!! Need to leave a lot of shit in the past lol this tweet is literally made for you,24,"tensor([[-1.2545,  1.1893]])",offensive
49007,. ^___^  ( ▰ ▔皿▔  ) /   Ooh! you are the ♑Capricorn!   🔮Your Today's Matches: 💖Love:  ♏Scorpio 😉Friendship:  ♊Gemini 👤Career:  ♎Libra  🔮Your Today's Star Ratings: 💕 Love  ★★★★☆ 🙂Mood  ★★★★★ 💰Money  ★★★☆☆ 👔Career  ★★★★★  👇Bal says.. URL,NOT,126,. ^___^  ( ▰ ▔皿▔  ) /   Ooh! you are the ♑Capricorn!   🔮Your Today's Matches: 💖Love:  ♏Scorpio 😉Friendship:  ♊Gemini 👤Career:  ♎Libra  🔮Your Today's Star Ratings: 💕 Love  ★★★★☆ 🙂Mood  ★,100,"tensor([[ 1.2532, -1.5629]])",not-offensive
63764,@USER .... what's so hard about doing that? conservatives have un-remembered thousands of descriptions of things they've read in THEIR cherry-picker bible.,NOT,36,@USER.... what's so hard about doing that? conservatives have un-remembered thousands of descriptions of things they've read in THEIR cherry-picker bible.,36,"tensor([[ 1.0648, -1.0584]])",not-offensive
78673,@USER @USER @USER @USER @USER @USER @USER @USER @USER pm me,NOT,22,@USER @USER @USER @USER @USER @USER @USER @USER @USER pm me,22,"tensor([[ 1.3651, -1.3470]])",not-offensive
59515,@USER I mean if he is willing to move up for Canelo. Then i want to see him vs a Charlo or Hurd then,NOT,31,@USER I mean if he is willing to move up for Canelo. Then i want to see him vs a Charlo or Hurd then,31,"tensor([[ 1.1523, -1.1196]])",not-offensive
53285,@USER Carrey should be shut up for good,TIN,12,@USER Carrey should be shut up for good,12,"tensor([[-0.5500,  0.6054]])",offensive
90561,@USER Oh the Liberals will shove race in everything!,NOT,13,@USER Oh the Liberals will shove race in everything!,13,"tensor([[ 0.1875, -0.1617]])",not-offensive
62274,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all Patriots and retweeted,NOT,47,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all Patriots and retweeted,47,"tensor([[ 1.3419, -1.4108]])",not-offensive
47451,@USER @USER @USER But the judges decision was totally biased as he is a personal friend and university prof of Tory’s.,NOT,30,@USER @USER @USER But the judges decision was totally biased as he is a personal friend and university prof of Tory’s.,30,"tensor([[ 0.8548, -0.8025]])",not-offensive
45588,@USER Because he didn’t do any think Sorry that not true you and Obama screw the American people when ever you could!,TIN,29,@USER Because he didn’t do any think Sorry that not true you and Obama screw the American people when ever you could!,29,"tensor([[-0.3654,  0.3640]])",offensive
57812,@USER Its a hail mary pass to show her constituents that she is fighting so that she can get reelected. I think this will backfire against  Democrats. I hope you all watched Justice Ginsburg &amp; Thomas one C-Span saying that this nomination is a ridiculous display against a qualified man,NOT,65,@USER Its a hail mary pass to show her constituents that she is fighting so that she can get reelected. I think this will backfire against  Democrats. I hope you all watched Justice Ginsburg &amp; Thomas one C-Span saying that this nomination is a ridiculous display against a qualified man,65,"tensor([[ 0.1134, -0.0262]])",not-offensive
18891,@USER He is leaning the wrong way,NOT,10,@USER He is leaning the wrong way,10,"tensor([[ 1.0167, -0.9411]])",not-offensive
68177,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Very very proud of Flotus,NOT,35,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Very very proud of Flotus,35,"tensor([[ 1.4416, -1.4233]])",not-offensive
68082,@USER thanks for the following and together we can help MAGA and KAG but most of all thank you for your service and your sacrifices for our country,NOT,33,@USER thanks for the following and together we can help MAGA and KAG but most of all thank you for your service and your sacrifices for our country,33,"tensor([[ 1.5929, -1.7402]])",not-offensive
31850,@USER @USER well done so many people will benefit from medical research hope it all works out matt #maga,NOT,25,@USER @USER well done so many people will benefit from medical research hope it all works out matt #maga,25,"tensor([[ 1.5158, -1.5513]])",not-offensive
74460,@USER @USER @USER Saul does not suffer fools. And he is impatient with people who are too lazy to read and learn.,TIN,29,@USER @USER @USER Saul does not suffer fools. And he is impatient with people who are too lazy to read and learn.,29,"tensor([[-0.7057,  0.7342]])",offensive
62367,@USER #metoo movement only applies to leftist liberals and inner circle democrats. Others need not apply.,NOT,24,@USER #metoo movement only applies to leftist liberals and inner circle democrats. Others need not apply.,24,"tensor([[ 0.7123, -0.6500]])",not-offensive
19240,@USER You are such a losing Democrat....No one believes what you say...You speak well but part of crooked Democrats....Pers Trump has done more for the USA than any other President put together....LOSER,TIN,44,@USER You are such a losing Democrat....No one believes what you say...You speak well but part of crooked Democrats....Pers Trump has done more for the USA than any other President put together....LOSER,44,"tensor([[-0.5441,  0.5849]])",offensive
90425,1. How is that gun control working in Chicago?   2. Only the military has access to Assault weapons.   Is your ignorance from old age or are you still working for the Chinese. URL,TIN,44,1. How is that gun control working in Chicago?   2. Only the military has access to Assault weapons.   Is your ignorance from old age or are you still working for the Chinese. URL,44,"tensor([[-0.2182,  0.1495]])",offensive
37323,@USER @USER @USER “Like hell he is hurt. Do your job” -Randy Orton.  Do you have ears?,UNT,33,@USER @USER @USER “Like hell he is hurt. Do your job” -Randy Orton.  Do you have ears?,33,"tensor([[-0.7841,  0.7910]])",offensive
70529,@USER we don't want socialism. We don't want open borders. We want better gun control laws. We want our immigration laws fixed. The buying power of our dollar has decreased since Trump took office. we want healthcare for everyone but that doesn't mean we want socialism for everything.,NOT,60,@USER we don't want socialism. We don't want open borders. We want better gun control laws. We want our immigration laws fixed. The buying power of our dollar has decreased since Trump took office. we want healthcare for everyone but that doesn't mean we want socialism for everything.,60,"tensor([[ 0.5181, -0.6204]])",not-offensive
61702,@USER @USER @USER You're a fucking idiot,TIN,13,@USER @USER @USER You're a fucking idiot,13,"tensor([[-1.3979,  1.3882]])",offensive
74551,@USER @USER @USER He is a sick individual I don't care if he is the Pope or the trash pick up guy. Sick and bring to justice,TIN,34,@USER @USER @USER He is a sick individual I don't care if he is the Pope or the trash pick up guy. Sick and bring to justice,34,"tensor([[-1.0175,  0.9071]])",offensive
23662,"@USER skating is WAY better than before. Visually it doesn't looks a ton better, but it runs smoother and crisper"" for lack of a better word. I'm curious how 17 and 18 feel now if I revisit them""",NOT,50,"@USER skating is WAY better than before. Visually it doesn't looks a ton better, but it runs smoother and crisper"" for lack of a better word. I'm curious how 17 and 18 feel now if I revisit them""",50,"tensor([[ 1.4236, -1.4397]])",not-offensive
60767,"@USER @USER “We will never give up, we will never give in, we will never, ever back down and we will never, ever surrender because we are Americans and our hearts bleed red, white and blue. President Donald J. Trump ! #MAGA  #VoteRepublican2018 #VoteRed2018  #AmericaFirst #KeepAmericaGreat!""",NOT,75,"@USER @USER “We will never give up, we will never give in, we will never, ever back down and we will never, ever surrender because we are Americans and our hearts bleed red, white and blue. President Donald J. Trump! #MAGA  #VoteRepublican2018 #VoteRed2018  #AmericaFirst #KeepAmericaGreat!""",75,"tensor([[ 1.2733, -1.3800]])",not-offensive
55790,@USER @USER @USER @USER Think about why the NDP one it's because people are sick and tired of how conservatives run government and the UCP was supposed to be a different type of conservative but it's not,NOT,46,@USER @USER @USER @USER Think about why the NDP one it's because people are sick and tired of how conservatives run government and the UCP was supposed to be a different type of conservative but it's not,46,"tensor([[ 0.7654, -0.7562]])",not-offensive
74361,What EVERY DAY post-#FISA  declassification is going to be like FOR PATRIOTS.   #GreatAwakening #DrainTheSwamp #MAGA @USER Perp walks will make spectacular Christmas gifts #QAnon URL,NOT,53,What EVERY DAY post-#FISA  declassification is going to be like FOR PATRIOTS.   #GreatAwakening #DrainTheSwamp #MAGA @USER Perp walks will make spectacular Christmas gifts #QAnon URL,53,"tensor([[ 0.8395, -0.9251]])",not-offensive
10092,"A big Thank you"" to all these stupid celebrities. Events like this will only serve to help Republicans in 2018 and 2020 elections.  #MAGA @USER @USER @USER URL",TIN,39,"A big Thank you"" to all these stupid celebrities. Events like this will only serve to help Republicans in 2018 and 2020 elections.  #MAGA @USER @USER @USER URL",39,"tensor([[-0.9123,  0.8486]])",offensive
18127,@USER @USER He is according to every religion on Earth except for compromised Protestant sects like episcopalians,NOT,23,@USER @USER He is according to every religion on Earth except for compromised Protestant sects like episcopalians,23,"tensor([[ 0.5092, -0.5080]])",not-offensive
85603,#luddites eh @USER should embrace tech #gigeconomy @USER @USER #ThursdayThoughts URL,NOT,26,#luddites eh @USER should embrace tech #gigeconomy @USER @USER #ThursdayThoughts URL,26,"tensor([[ 0.9934, -1.0784]])",not-offensive
53807,#Westminster @USER #Tories @USER @USER #Brexit 🇬🇧 @USER #Brexiteers  @USER Exactly why the #UK is getting #OutOfTheEU FFS 😠 #Hungary tries to defend its borders &amp; the #tyrannical #EU #dictatorship stamps down hard 😠 #ThirdReich 😠😠 URL,NOT,85,#Westminster @USER #Tories @USER @USER #Brexit 🇬🇧 @USER #Brexiteers  @USER Exactly why the #UK is getting #OutOfTheEU FFS 😠 #Hungary tries to defend its borders &amp; the #tyrannical #EU #dictatorship stamps down hard 😠 #ThirdReich 😠😠 URL,85,"tensor([[ 1.1384, -1.1522]])",not-offensive
20933,@USER I get several of these per week as well. They all seem to be stranded in Ghana or something like that and need me to transfer money to them.  One used the picture of Polish model Ewa Sonnet (don't ask me how I know who she is...),NOT,59,@USER I get several of these per week as well. They all seem to be stranded in Ghana or something like that and need me to transfer money to them.  One used the picture of Polish model Ewa Sonnet (don't ask me how I know who she is...),59,"tensor([[ 1.1787, -1.1624]])",not-offensive
58521,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh you did not just tag @ jack URL,NOT,95,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh you did not just tag @ jack URL,95,"tensor([[ 1.0774, -1.0540]])",not-offensive
81434,@USER @USER You are absolutely right,NOT,10,@USER @USER You are absolutely right,10,"tensor([[ 1.6011, -1.5324]])",not-offensive
13824,@USER Mom better watch out for the Moron's hands. He has at least 17 accusation of sexual harassment charges. He is also affected by Pee stained skin due to his liking to be peed on!,TIN,45,@USER Mom better watch out for the Moron's hands. He has at least 17 accusation of sexual harassment charges. He is also affected by Pee stained skin due to his liking to be peed on!,45,"tensor([[-0.6784,  0.6263]])",offensive
67657,@USER Oasis says she is happy to oblige URL,NOT,14,@USER Oasis says she is happy to oblige URL,14,"tensor([[ 1.6337, -1.7472]])",not-offensive
92034,@USER @USER @USER I'm betting she only has to submit to a blood test if she is a driver in a vehicular accident where a death or grave injury occurred.,NOT,38,@USER @USER @USER I'm betting she only has to submit to a blood test if she is a driver in a vehicular accident where a death or grave injury occurred.,38,"tensor([[ 0.6225, -0.5976]])",not-offensive
95216,@USER I never call you an American! #MAGA,NOT,14,@USER I never call you an American! #MAGA,14,"tensor([[ 0.6226, -0.6581]])",not-offensive
92425,@USER But please get a better barber first.,NOT,13,@USER But please get a better barber first.,13,"tensor([[ 1.3454, -1.2822]])",not-offensive
55404,@USER @USER She is trending,NOT,9,@USER @USER She is trending,9,"tensor([[ 1.4379, -1.4155]])",not-offensive
74876,..ya commie pinko...#MAGA URL,NOT,13,..ya commie pinko...#MAGA URL,13,"tensor([[ 0.6344, -0.6806]])",not-offensive
32870,@USER you are like a real life cartoon character!! I love and respect the shit out of you for it. Keep doing you,TIN,28,@USER you are like a real life cartoon character!! I love and respect the shit out of you for it. Keep doing you,28,"tensor([[-1.1659,  1.1232]])",offensive
42022,@USER @USER @USER @USER @USER @USER @USER @USER @USER Really? Where would you position ANTIFA?,NOT,30,@USER @USER @USER @USER @USER @USER @USER @USER @USER Really? Where would you position ANTIFA?,30,"tensor([[ 1.3870, -1.3872]])",not-offensive
54387,#Qanon #WWG1WGA #MAGA WOW!! Worth watching! URL,NOT,21,#Qanon #WWG1WGA #MAGA WOW!! Worth watching! URL,21,"tensor([[ 1.1140, -1.2463]])",not-offensive
17808,@USER @USER @USER @USER Ooh but coming from Mr.Rapist  We are all the same alias and one person   A 55yr old Antifa Granny  Go Figure   Sept.30th couldn't come anytime sooner isn't that right Brother (Grok)  Old toothless will be getting a  rude awakening along with his Housewives URL,NOT,79,@USER @USER @USER @USER Ooh but coming from Mr.Rapist  We are all the same alias and one person   A 55yr old Antifa Granny  Go Figure   Sept.30th couldn't come anytime sooner isn't that right Brother (Grok)  Old toothless will be getting a  rude awakening along with his Housewives URL,79,"tensor([[ 0.4038, -0.3699]])",not-offensive
47283,"@USER And until you gain a greater understanding of that hatred, and how your blanket endorsement just by putting #MAGA and expressing your ignorance to platform by putting anti-openborders"" in your bio, you're going to get hatred in return.""",TIN,53,"@USER And until you gain a greater understanding of that hatred, and how your blanket endorsement just by putting #MAGA and expressing your ignorance to platform by putting anti-openborders"" in your bio, you're going to get hatred in return.""",53,"tensor([[-0.1666,  0.0432]])",offensive
42802,"@USER Please don't confuse Liberal"" with ""progressive"".   We are all liberals at heart. We don't force our beliefs on others.   The same cannot be said for lefty progressives.""",NOT,45,"@USER Please don't confuse Liberal"" with ""progressive"".   We are all liberals at heart. We don't force our beliefs on others.   The same cannot be said for lefty progressives.""",45,"tensor([[ 1.0527, -1.0536]])",not-offensive
42582,@USER I can't 😭😭 he is already 26,NOT,15,@USER I can't 😭😭 he is already 26,15,"tensor([[ 1.5656, -1.3682]])",not-offensive
29672,@USER Gonna boo his ass regardless now,TIN,11,@USER Gonna boo his ass regardless now,11,"tensor([[-1.0399,  0.9261]])",offensive
31950,@USER And does this surprise any of us TRUMP SUPPORTERS!!! Not at all... We have heard him accused of everything that can be imagined!!! We still stand BEHIND Our President Donald J TRUMP!!!🇺🇸🇺🇸🇺🇸🇺🇸👍👍👍👍👍,NOT,77,@USER And does this surprise any of us TRUMP SUPPORTERS!!! Not at all... We have heard him accused of everything that can be imagined!!! We still stand BEHIND Our President Donald J TRUMP!!!🇺🇸🇺🇸🇺🇸🇺🇸👍👍👍👍👍,77,"tensor([[ 0.8810, -0.9446]])",not-offensive
49926,@USER @USER @USER @USER @USER @USER @USER It’s a heritage to be proud of ... Antifa destroy Nazis   URL,NOT,34,@USER @USER @USER @USER @USER @USER @USER It’s a heritage to be proud of... Antifa destroy Nazis   URL,34,"tensor([[ 0.8946, -0.9459]])",not-offensive
